,Name,Users
1486,tinsukia,144571
1487,jorhat,125247
1488,dhubri,109873
1489,781032,49999
1490,781022,40254
1491,781001,36847
1492,781038,32353
1493,783380,31551
1494,781011,30045
1495,785001,29194
1496,786001,28664
1497,781028,26557
1498,782435,26455
1499,kamrup metropolitan,677223
1500,nagaon,233909
1501,barpeta,207997
1502,cachar,200721
1503,sonitpur,184448
1504,dibrugarh,184280
1505,kamrup,172652
1506,tinsukia,156657
1507,jorhat,135179
1508,dhubri,119554
1509,781032,53594
1510,781022,43191
1511,781001,39514
1512,781038,34724
1513,783380,34031
1514,781011,32293
1515,785001,31327
1516,786001,30785
1517,782435,28639
1518,781028,28555
1519,kamrup metropolitan,723960
1520,nagaon,251340
1521,barpeta,223375
1522,cachar,215876
1523,sonitpur,198091
1524,dibrugarh,197521
1525,kamrup,185421
1526,tinsukia,168240
1527,jorhat,145111
1528,dhubri,128621
1529,781032,57249
1530,781022,46108
1531,781001,42225
1532,781038,37135
1533,783380,36481
1534,781011,34495
1535,785001,33508
1536,786001,32892
1537,782435,30729
1538,781028,30534
1539,kamrup metropolitan,767859
1540,nagaon,268636
1541,barpeta,238871
1542,cachar,230089
1543,sonitpur,211236
1544,dibrugarh,210525
1545,kamrup,198189
1546,tinsukia,179301
1547,jorhat,154589
1548,dhubri,137698
1549,781032,60632
1550,781022,48859
1551,781001,44765
1552,781038,39366
1553,783380,38840
1554,781011,36583
1555,785001,35517
1556,786001,34879
1557,782435,32753
1558,781028,32414
1559,kamrup metropolitan,810057
1560,nagaon,284558
1561,barpeta,253194
1562,cachar,243727
1563,sonitpur,223514
1564,dibrugarh,222494
1565,kamrup,210048
1566,tinsukia,189633
1567,jorhat,163307
1568,dhubri,146304
1569,781032,63866
1570,781022,51543
1571,781001,47222
1572,781038,41519
1573,783380,41067
1574,781011,38612
1575,785001,37438
1576,786001,36760
1577,782435,34642
1578,781028,34231
1579,kamrup metropolitan,854019
1580,nagaon,300653
1581,barpeta,267667
1582,cachar,257370
1583,sonitpur,235752
1584,dibrugarh,234149
1585,kamrup,221721
1586,tinsukia,199942
1587,jorhat,171824
1588,dhubri,154896
1589,781032,67280
1590,781022,54277
1591,781001,49784
1592,781038,43745
1593,783380,43396
1594,781011,40762
1595,785001,39413
1596,786001,38716
1597,782435,36615
1598,781028,36089
1599,kamrup metropolitan,897245
1600,nagaon,314901
1601,barpeta,280479
1602,cachar,269556
1603,sonitpur,246327
1604,dibrugarh,244755
1605,kamrup,231849
1606,tinsukia,209247
1607,jorhat,179437
1608,dhubri,162126
1609,781032,70664
1610,781022,57039
1611,781001,52292
1612,781038,45987
1613,783380,45548
1614,781011,42885
1615,785001,41419
1616,786001,40689
1617,782435,38441
1618,781028,37934
1619,kamrup metropolitan,938802
1620,nagaon,330283
1621,barpeta,294210
1622,cachar,282643
1623,sonitpur,258067
1624,dibrugarh,256050
1625,kamrup,242982
1626,tinsukia,219077
1627,jorhat,187799
1628,dhubri,170279
1629,781032,73878
1630,781022,59721
1631,781001,54745
1632,781038,48134
1633,783380,47759
1634,781011,44810
1635,785001,43324
1636,786001,42577
1637,782435,40288
1638,781028,39737
1639,kamrup metropolitan,975409
1640,nagaon,345756
1641,barpeta,307888
1642,cachar,295315
1643,sonitpur,269578
1644,dibrugarh,267326
1645,kamrup,254290
1646,tinsukia,228972
1647,jorhat,196116
1648,dhubri,178594
1649,781032,76617
1650,781022,62035
1651,781001,56858
1652,781038,50048
1653,783380,49755
1654,781011,46533
1655,785001,45031
1656,786001,44226
1657,782435,42067
1658,781028,41323
1659,kamrup metropolitan,1014178
1660,nagaon,360999
1661,barpeta,321557
1662,cachar,308182
1663,sonitpur,281112
1664,dibrugarh,278740
1665,kamrup,265357
1666,tinsukia,239058
1667,jorhat,204393
1668,dhubri,186435
1669,781032,79587
1670,781022,64409
1671,781001,59036
1672,781038,51966
1673,783380,51854
1674,781011,48416
1675,785001,46869
1676,786001,46000
1677,782435,43920
1678,781028,43026
1679,patna,425009
1680,muzaffarpur,125298
1681,gaya,91015
1682,purbi champaran,87561
1683,samastipur,76068
1684,bhagalpur,76063
1685,nalanda,75201
1686,darbhanga,74414
1687,vaishali,67921
1688,pashchim champaran,67656
1689,800001,71092
1690,800006,51989
1691,800020,46299
1692,845401,26349
1693,823001,22311
1694,801503,20404
1695,845438,20223
1696,842001,20084
1697,812001,20071
1698,842002,20024
1699,patna,568657
1700,muzaffarpur,172315
1701,gaya,126422
1702,purbi champaran,125890
1703,samastipur,107143
1704,bhagalpur,106461
1705,darbhanga,105558
1706,nalanda,104076
1707,pashchim champaran,97301
1708,vaishali,96694
1709,800001,94711
1710,800006,68659
1711,800020,60774
1712,845401,36977
1713,823001,30395
1714,845438,28375
1715,842001,27334
1716,801503,27233
1717,812001,26979
1718,842002,26341
1719,patna,684421
1720,muzaffarpur,211519
1721,purbi champaran,162122
1722,gaya,160375
1723,samastipur,134680
1724,darbhanga,132803
1725,bhagalpur,131270
1726,nalanda,128472
1727,pashchim champaran,124955
1728,saran,123407
1729,800001,112494
1730,800006,82368
1731,800020,72430
1732,845401,45977
1733,823001,37326
1734,845438,35432
1735,842001,32797
1736,801503,32597
1737,812001,31778
1738,842002,31195
1739,patna,826399
1740,muzaffarpur,260789
1741,purbi champaran,206934
1742,gaya,203926
1743,samastipur,169774
1744,darbhanga,167302
1745,bhagalpur,164162
1746,saran,161486
1747,pashchim champaran,161063
1748,nalanda,160167
1749,800001,134254
1750,800006,97937
1751,800020,86072
1752,845401,56938
1753,823001,46023
1754,845438,44617
1755,842001,39428
1756,801503,39106
1757,812001,38300
1758,802301,38256
1759,patna,964432
1760,muzaffarpur,309416
1761,purbi champaran,252394
1762,gaya,245773
1763,samastipur,204544
1764,darbhanga,202521
1765,saran,197928
1766,pashchim champaran,197074
1767,bhagalpur,195057
1768,madhubani,195036
1769,800001,155763
1770,800006,112180
1771,800020,98591
1772,845401,67473
1773,823001,53758
1774,845438,53452
1775,801503,45773
1776,842001,45763
1777,802301,44801
1778,812001,44256
1779,patna,1076012
1780,muzaffarpur,353459
1781,purbi champaran,292711
1782,gaya,281107
1783,samastipur,234046
1784,darbhanga,232722
1785,saran,230068
1786,pashchim champaran,227901
1787,madhubani,226202
1788,bhagalpur,223725
1789,800001,176131
1790,800006,122307
1791,800020,108548
1792,845401,76909
1793,845438,61028
1794,823001,59743
1795,842001,52549
1796,801503,51154
1797,802301,50446
1798,812001,50398
1799,patna,1180262
1800,muzaffarpur,396343
1801,purbi champaran,330361
1802,gaya,315649
1803,samastipur,262875
1804,darbhanga,262421
1805,saran,260966
1806,pashchim champaran,256491
1807,madhubani,255761
1808,bhagalpur,249214
1809,800001,194197
1810,800006,131686
1811,800020,117437
1812,845401,85543
1813,845438,68041
1814,823001,65720
1815,842001,58919
1816,801503,56571
1817,812001,55738
1818,802301,55612
1819,patna,1289426
1820,muzaffarpur,445815
1821,purbi champaran,378861
1822,gaya,356225
1823,samastipur,297942
1824,saran,297022
1825,darbhanga,296008
1826,pashchim champaran,293867
1827,madhubani,291613
1828,bhagalpur,279580
1829,800001,210421
1830,800006,141267
1831,800020,126595
1832,845401,95162
1833,845438,76410
1834,823001,71999
1835,842001,64740
1836,801503,61692
1837,802301,61027
1838,812001,60690
1839,patna,1397342
1840,muzaffarpur,498548
1841,purbi champaran,431458
1842,gaya,398678
1843,saran,335039
1844,samastipur,334935
1845,pashchim champaran,334931
1846,darbhanga,332707
1847,madhubani,328630
1848,vaishali,312949
1849,800001,226061
1850,800006,149937
1851,800020,135524
1852,845401,105308
1853,845438,85599
1854,823001,78258
1855,842001,70891
1856,801503,66952
1857,846004,66311
1858,802301,66179
1859,patna,1506233
1860,muzaffarpur,558435
1861,purbi champaran,505364
1862,gaya,447895
1863,pashchim champaran,390547
1864,samastipur,381913
1865,saran,381281
1866,darbhanga,379555
1867,madhubani,379217
1868,bhagalpur,352316
1869,800001,239180
1870,800006,156697
1871,800020,143564
1872,845401,116500
1873,845438,95794
1874,823001,84238
1875,842001,76881
1876,801503,72440
1877,846004,72384
1878,802301,71937
1879,patna,1625305
1880,muzaffarpur,617383
1881,purbi champaran,570592
1882,gaya,493207
1883,pashchim champaran,435319
1884,madhubani,425154
1885,saran,424821
1886,samastipur,424696
1887,darbhanga,424611
1888,vaishali,391002
1889,800001,254577
1890,800006,165587
1891,800020,153436
1892,845401,128397
1893,845438,105491
1894,823001,91491
1895,842001,83156
1896,846004,79075
1897,801503,78835
1898,802301,77893
1899,patna,1752007
1900,muzaffarpur,673397
1901,purbi champaran,627214
1902,gaya,538319
1903,pashchim champaran,476717
1904,saran,467918
1905,madhubani,467849
1906,darbhanga,467317
1907,samastipur,466536
1908,bhagalpur,428157
1909,800001,271953
1910,800006,176286
1911,800020,164391
1912,845401,139691
1913,845438,114907
1914,823001,98986
1915,842001,89605
1916,846004,85920
1917,801503,85326
1918,802301,84588
1919,patna,1881439
1920,muzaffarpur,728384
1921,purbi champaran,681660
1922,gaya,581376
1923,pashchim champaran,517219
1924,saran,507177
1925,darbhanga,506381
1926,madhubani,506293
1927,samastipur,505806
1928,vaishali,463655
1929,800001,291064
1930,800006,188807
1931,800020,176118
1932,845401,151249
1933,845438,124418
1934,823001,106623
1935,842001,96473
1936,846004,92791
1937,801503,91718
1938,802301,91053
1939,patna,2010353
1940,muzaffarpur,781251
1941,purbi champaran,733817
1942,gaya,624010
1943,pashchim champaran,556408
1944,saran,544975
1945,samastipur,543782
1946,darbhanga,543496
1947,madhubani,543493
1948,vaishali,497933
1949,800001,310396
1950,800006,201509
1951,800020,187797
1952,845401,162194
1953,845438,133423
1954,823001,113959
1955,842001,103177
1956,846004,99223
1957,801503,98037
1958,802301,97433
1959,patna,2156402
1960,muzaffarpur,842701
1961,purbi champaran,794120
1962,gaya,673356
1963,pashchim champaran,602251
1964,saran,588276
1965,madhubani,587337
1966,samastipur,586990
1967,darbhanga,586251
1968,vaishali,536933
1969,800001,331994
1970,800006,215907
1971,800020,200899
1972,845401,174765
1973,845438,143642
1974,823001,122153
1975,842001,110719
1976,846004,106541
1977,801503,105096
1978,802301,104690
1979,patna,2303852
1980,muzaffarpur,903775
1981,purbi champaran,853893
1982,gaya,721905
1983,pashchim champaran,647450
1984,saran,631469
1985,samastipur,630218
1986,madhubani,629986
1987,darbhanga,628529
1988,vaishali,576156
1989,800001,354049
1990,800006,230673
1991,800020,214343
1992,845401,187426
1993,845438,154094
1994,823001,130535
1995,842001,118411
1996,846004,113937
1997,801503,112216
1998,802301,112066
1999,patna,2443356
2000,muzaffarpur,962924
2001,purbi champaran,912427
2002,gaya,769265
2003,pashchim champaran,692182
2004,saran,673849
2005,samastipur,672508
2006,madhubani,672303
2007,darbhanga,669850
2008,vaishali,614159
2009,800001,374585
2010,800006,244496
2011,800020,226982
2012,845401,199667
2013,845438,164043
2014,823001,138345
2015,842001,125613
2016,846004,120989
2017,802301,119021
2018,801503,118829
2019,patna,2577123
2020,muzaffarpur,1018560
2021,purbi champaran,967838
2022,gaya,814180
2023,pashchim champaran,734476
2024,saran,714109
2025,samastipur,712626
2026,madhubani,711897
2027,darbhanga,708828
2028,vaishali,650319
2029,800001,394289
2030,800006,257919
2031,800020,239192
2032,845401,211280
2033,845438,173688
2034,823001,145953
2035,842001,132578
2036,846004,127805
2037,802301,125702
2038,801503,125223
2039,patna,2716533
2040,muzaffarpur,1077200
2041,purbi champaran,1025772
2042,gaya,859903
2043,pashchim champaran,777977
2044,saran,756293
2045,samastipur,754322
2046,madhubani,753153
2047,darbhanga,749430
2048,vaishali,688248
2049,800001,414926
2050,800006,272017
2051,800020,251896
2052,845401,223461
2053,845438,183758
2054,823001,153810
2055,842001,139844
2056,846004,134888
2057,802301,132748
2058,801503,131911
2059,patna,2854738
2060,muzaffarpur,1132096
2061,purbi champaran,1079466
2062,gaya,902593
2063,pashchim champaran,817644
2064,saran,795553
2065,samastipur,793296
2066,madhubani,790218
2067,darbhanga,787306
2068,vaishali,723338
2069,800001,435858
2070,800006,286403
2071,800020,264853
2072,845401,235479
2073,845438,193467
2074,823001,161778
2075,842001,147230
2076,846004,142051
2077,802301,139772
2078,801503,138639
2079,patna,2988174
2080,muzaffarpur,1186500
2081,purbi champaran,1133269
2082,gaya,946050
2083,pashchim champaran,858644
2084,saran,834739
2085,samastipur,832148
2086,madhubani,828561
2087,darbhanga,824935
2088,vaishali,758603
2089,800001,455854
2090,800006,300230
2091,800020,277169
2092,845401,246901
2093,845438,203029
2094,823001,169449
2095,842001,154271
2096,846004,148858
2097,802301,146579
2098,801503,144944
2099,patna,3102247
2100,muzaffarpur,1236642
2101,purbi champaran,1183746
2102,gaya,987115
2103,pashchim champaran,896967
2104,saran,871017
2105,samastipur,868715
2106,madhubani,865373
2107,darbhanga,860625
2108,vaishali,791100
2109,800001,472016
2110,800006,311558
2111,800020,287226
2112,845401,256921
2113,845438,211285
2114,823001,175779
2115,842001,160164
2116,846004,154656
2117,802301,152195
2118,801503,150388
2119,patna,3224750
2120,muzaffarpur,1287940
2121,purbi champaran,1234014
2122,gaya,1028527
2123,pashchim champaran,934834
2124,saran,908065
2125,samastipur,905652
2126,madhubani,901607
2127,darbhanga,896190
2128,vaishali,824848
2129,800001,489967
2130,800006,323960
2131,800020,298213
2132,845401,267457
2133,845438,220063
2134,823001,182756
2135,842001,166557
2136,846004,160667
2137,802301,158488
2138,801503,156227
2139,chandigarh,86268
2140,160101,11805
2141,160002,10228
2142,160036,9118
2143,160047,8701
2144,160022,7205
2145,160014,5082
2146,160015,3791
2147,160030,3568
2148,160019,3384
2149,160020,3161
2150,chandigarh,115219
2151,160101,15846
2152,160002,13532
2153,160036,12172
2154,160047,11636
2155,160022,9558
2156,160014,7019
2157,160015,4883
2158,160030,4840
2159,160019,4407
2160,160020,4165
2161,chandigarh,143893
2162,160101,19810
2163,160002,16929
2164,160036,15103
2165,160047,14492
2166,160022,11963
2167,160014,8884
2168,160015,6087
2169,160030,5895
2170,160019,5610
2171,160020,5211
2172,chandigarh,177747
2173,160101,24670
2174,160002,21350
2175,160036,18721
2176,160047,17732
2177,160022,14640
2178,160014,11285
2179,160015,7435
2180,160030,7194
2181,160019,6759
2182,160020,6374
2183,chandigarh,209175
2184,160101,29177
2185,160002,25286
2186,160036,22093
2187,160047,20696
2188,160022,17171
2189,160014,13548
2190,160015,8582
2191,160030,8239
2192,160019,7885
2193,160020,7361
2194,chandigarh,240439
2195,160101,33226
2196,160002,28840
2197,160036,25318
2198,160047,23915
2199,160022,19707
2200,160014,15583
2201,160015,9647
2202,160030,9337
2203,160011,8964
2204,160019,8898
2205,chandigarh,267337
2206,160101,36777
2207,160002,31994
2208,160036,28167
